id,precipitation_nextday
1,0.8498877687790826
2,0.5804379582999537
3,0.448478904898934
4,0.4850200719061025
5,0.5891279815693687
6,0.4774402597026782
7,0.5669876040675004
8,0.8805814058625104
9,0.18940304312511208
10,0.12221449693319368
11,0.2745618549001758
12,0.3221834052140618
13,0.19676738588973935
14,0.5600906548139741
15,0.6486976090308109
16,0.41560959777402423
17,0.3322716766719722
18,0.6501714224299043
19,0.315029694264127
20,0.49620298211281155
21,0.7311762691904776
22,0.5739647737478417
23,0.6088603019950978
24,0.24205571209599658
25,0.21825081775707367
26,0.366718002857829
27,0.493889694944046
28,0.8767286549288853
29,0.20782146359264142
30,0.27603817127706465
31,0.39288165214330717
32,0.2726500336309115
33,0.1962805156513656
34,0.42602247395743115
35,0.41654593133895146
36,0.7296930734519627
37,0.2018585238149335
38,0.8270351887002827
39,0.48416049677662376
40,0.6120886742483558
41,0.2729494116929455
42,0.20234324390441177
43,0.45219298183075346
44,0.41571735799288134
45,0.12759190132662776
46,0.4666135924927425
47,0.2884679719719321
48,0.34025229284971026
49,0.6524262266911547
50,0.39149727291606684
51,0.3069189467345558
52,0.41041658276224846
53,0.25975425928846124
54,0.18686575084933438
55,0.3446247948636127
56,0.2757867927175283
57,0.22705299098826037
58,0.38823019395346664
59,0.5771812973405196
60,0.6716540533369573
61,0.298186713242323
62,0.4343795066236188
63,0.7370707873488522
64,0.6578329572057806
65,0.1907539786513228
66,0.5004927849384913
67,0.352430652733343
68,0.3468363001120043
69,0.20559618178118597
70,0.5778487346334167
71,0.35785035994892583
72,0.6758416954448849
73,0.694593320432612
74,0.6175203964503748
75,0.6370659565633893
76,0.15954026517121206
77,0.17030011119439592
78,0.17638845177619206
79,0.39115167680402974
80,0.4273373850576188
81,0.6387079841452229
82,0.1672851557275108
83,0.34805689847901833
84,0.27281565177807715
85,0.2575091453870824
86,0.25090340731732474
87,0.2736033579660619
88,0.4025537392248096
89,0.40167615645149296
90,0.14829429950887643
91,0.950697034541364
92,0.5079753554790883
93,0.297179567731525
94,0.1674186190416452
95,0.24564410670460912
96,0.14373626910468032
97,0.27110557694908166
98,0.2788661897867295
99,0.20983540923665087
100,0.34131153976934725
101,0.6560644049674255
102,0.3142514736273676
103,0.555034509766448
104,0.30336613995690426
105,0.4365467070767817
106,0.4270066305695762
107,0.4358592588987887
108,0.2195346686641472
109,0.676545762257918
110,0.2854208904040474
111,0.23760465486480448
112,0.20127259538098294
113,0.9571506270530459
114,0.6778281756284776
115,0.2235718456591316
116,0.14395234994176134
117,0.48762780225917696
118,0.18311491444678737
119,0.47322627755679364
120,0.8187024483178887
121,0.5855256930596076
122,0.30827824678789495
123,0.37053471761561885
124,0.494556350507375
125,0.24091821334534172
126,0.480209019077201
127,0.18134084276335807
128,0.44812934069978194
129,0.25612778293498256
130,0.8317806833191
131,0.12314833971375962
132,0.29869219082476667
133,0.34739696955837596
134,0.25620403980226775
135,0.4636443013190859
136,0.429593686262668
137,0.21955232332859986
138,0.6003978944597768
139,0.46838074829998305
140,0.6433283767087312
141,0.3816769990837491
142,0.3000370823298216
143,0.9505726024288846
144,0.4669212314772526
145,0.4235713971419378
146,0.16272293798955423
147,0.21637303827876014
148,0.34460264742791186
149,0.4270231392711579
150,0.4400862385189367
151,0.419916082528084
152,0.6771439647906736
153,0.5860823267062338
154,0.27203203746301013
155,0.6407247824431213
156,0.5799246269363474
157,0.34283869542785395
158,0.3042982024728571
159,0.2596362924813214
160,0.6087865440820952
161,0.4726319370366365
162,0.20538894320506165
163,0.3221684578498894
164,0.877099123266645
165,0.38319958478053767
166,0.5099720296410508
167,0.32689558102172545
168,0.6042442777701784
169,0.6499200454039759
170,0.1518786220560723
171,0.2161909818789785
172,0.38862280670255184
173,0.24419983882122515
174,0.45897300205203656
175,0.6611939633390576
176,0.3583222735870204
177,0.1977108582493745
178,0.3062209767117337
179,0.21250846475033675
180,0.37378536643088295
181,0.24802212314915908
182,0.44228887869295064
183,0.27411079748191586
184,0.3164566622587903
185,0.5508495028876425
186,0.32694474679474234
187,0.5799658807124811
